Каталог|Лук-севок;Лук-севок Турбо;Лук-севок Турбо;359;https://klubsadprof.ru/upload/iblock/8de/g41in3qfxh1wcx8kqfiydhob1uo7j57c/20.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Лук-севок Турбо 0,5кг - раннеспелый, одно-двухзачатковый, одногнездный  сорт. Листья зеленые, темные, средние, присутствует восковой налет. Луковица округлая, плоскоокруглая, выровненная, плотность высокая, 80 гр, вкус  полуострый, нежный , без горечи, сочный. Внутренние чешуи плотные, белые, с зеленоватым оттенком, наружные - сухие , 3-4 слоя  желто - золотисто-коричневые, толщина шейки средняя. Подходит для продолжительного хранения. Урожайность высокая.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Лук-севок;Лук-севок Форум (желтый круглый);Лук-севок Форум (желтый круглый);359;https://klubsadprof.ru/upload/iblock/dfe/kqa42cve2n7eeoiizvct51wvf39jx3oa/18.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Лук-севок Форум (желтый круглый) 0,5 кг - раннеспелый, одно-двухзачатковый, одногнездный  сорт. Листья зеленые, темные, средние, присутствует восковой налет. Луковица округлая, плоскоокруглая, выровненная, плотность высокая, 180 гр, вкус  полуострый, нежный , без горечи, сочный. Внутренние чешуи плотные, белые, с зеленоватым оттенком, наружные - сухие , 3-4 слоя  желто - золотисто-коричневые, толщина шейки тонкая. Подходит для продолжительного хранения. Урожайность высокая.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Лук-севок;Лук-севок Геркулес (желтый);Лук-севок Геркулес (желтый);359;https://klubsadprof.ru/upload/iblock/ac5/ooa29d2vj2frjb3fix9t9weywouoga71/5.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Лук-севок Геркулес (желтый) 0,5 кг - среднеранний, однозачатковый сорт. Луковица эллептическая, плотность высокая, 130-160 гр, вкус  острый, нежный , без горечи, сочный. Чешуи белые, с легким зеленоватым оттенком, сухие 3-4 слоя - светло-желтые, толщина шейки средняя. Подходит для продолжительного хранения. Товарность и транспортабельность хорошая.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Лук-севок;Лук-севок Золотистый Семко (желтый);Лук-севок Золотистый Семко (желтый);359;https://klubsadprof.ru/upload/iblock/046/sgm7tlqa70bj2igt1hqxr95w5fan1kt1/15.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Лук-севок Золотистый Семко (желтый) 0,5 кг - раннеспелый, однозачатковый сорт. Луковица округлая, плотность высокая, 100 гр, вкус  не острый, нежный , без горечи, сочный. Чешуи белые, с легким зеленоватым оттенком, сухие 3-4 слоя - светло-желтые, толщина шейки средняя. Подходит для продолжительного хранения.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Лук-севок;Лук-севок Коррадо F1 (желтый);Лук-севок Коррадо F1 (желтый);359;https://klubsadprof.ru/upload/iblock/704/s4hzob3arrnd5ijeh29c8e0pzrj99rfq/17.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Лук-севок Коррадо F1 (желтый) 0,5 кг - среднеранний, одно-двухзачатковый, одногнездный  сорт. Листья зеленые, темные, средние, присутствует восковой налет. Луковица округлая, выровненная, плотность высокая, 130 гр, вкус  полуострый, нежный , без горечи, сочный. Внутренние чешуи плотные, белые, наружные - сухие 3-4 слоя - золотисто-коричневые, с сероватым оттенком, толщина шейки тонкая. Подходит для продолжительного хранения.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Лук-севок;Лук-севок Сноуболл;Лук-севок Сноуболл;377;https://klubsadprof.ru/upload/iblock/716/svjsavn10dcyk9ngx1ngqb28bbw33rer/22.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Лук-севок Сноуболл 0,5кг - среднеспелый, одногнездный, двух-однозачатковый салатный сорт.  Процент стрелкования низкий. Луковица округлая, выровненная, плотность высокая, 100-160 гр, вкус  пикантный, сладковатый , нежный , сочный. Чешуи внутри белые, плотные, наружные чешуи  сухие , 2-4 слоя  белые. Листья средние, темно-зеленые, восковой налет. Урожайность высокая. Подходит для продолжительного хранения.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Лук-севок;Лук-севок Хеленаc F1;Лук-севок Хеленаc F1;359;https://klubsadprof.ru/upload/iblock/95e/1lw0kjuik0xg13ukh4kogatg7bedmiok/21.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Хеленас – среднеранний сорт, его луковицы формируются в среднем за 3-3,5 месяца. Цвет его сочных чешуй белый с зеленым оттенком, верхние (сухие) чешуи – золотисто-бронзовые. Хеленас относится к малозачатковым сортам и дает 1 луковицу. Ее шейка средней толщины (чем тоньше шейка, тем длительнее срок хранения). Луковицы плотные, округлой формы, имеют полуострый вкус.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Лук-севок;Лук-севок Купидо F1 (желтый);Лук-севок Купидо F1 (желтый);359;https://klubsadprof.ru/upload/iblock/f3d/1k2jqq04j59s4czxwyzp24vfo0lu70sc/13.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Лук-севок Купидо F1 (желтый) 0,5 кг - ультраранний, одно-двухзачатковый, одногнездный  сорт. Листья зеленые, темные, средние, присутствует восковой налет. Луковица округлая, округло-удлиненная,  выровненная, плотность высокая, 110 гр, вкус  полуострый, нежный , без горечи, сочный. Внутренние чешуи плотные, белые, наружные - сухие , 3-4 слоя  желто - золотисто-коричневые, с сероватым оттенком, толщина шейки тонкая. Подходит для продолжительного хранения.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Лук-севок;Лук-севок Стурон (длинный желтый);Лук-севок Стурон (длинный желтый);359;https://klubsadprof.ru/upload/iblock/e18/j7xs8657aojmuett37vxmc6imbs9sfr7/16.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Лук-севок Стурон (длинный желтый) 0,5 кг - среднеранний, одно-двухзачатковый, одногнездный  сорт. Листья зеленые, темные, средние, присутствует восковой налет. Луковица плоскоокруглая, выровненная, плотность высокая, 110 гр, вкус  полуострый, нежный , без горечи, сочный. Внутренние чешуи плотные, белые, с зеленоватым оттенком, наружные - сухие , 3-4 слоя  желто - золотисто-коричневые, толщина шейки средняя. Подходит для продолжительного хранения. Урожайность высокая.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Лук-севок;Лук-севок Ред Барон (красный);Лук-севок Ред Барон (красный);359;https://klubsadprof.ru/upload/iblock/709/kwmr3xbegkdb6ph1tskd8ffzi2487dhd/8.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Лук-севок Ред Барон (красный) 0,5 кг - средне - раннеспелый, однозачатковый сорт. Луковица плоско-округлая, выровненная, плотность средняя, 100-150 гр, вкус  чуть острый, более сладкий , нежный , без горечи, сочный. Чешуи плотные, белые, с бордово - фиолетовым оттенком, сухие 3-4 слоя - фиолетовые, толщина шейки средняя. Подходит для продолжительного хранения.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Лук-севок;Лук-севок Центурион (длинный желтый);Лук-севок Центурион (длинный желтый);359;https://klubsadprof.ru/upload/iblock/a8e/sf5j0tjg5lhmz7h8clj10ftncoiz80jx/9.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Лук-севок Центурион (длинный желтый) 0,5 кг - раннеспелый, одно-двухзачатковый, одногнездный  сорт. Листья зеленые, темные, средние, присутствует восковой налет. Процент стрелкования низкий. Луковица округлая, вытянутая, выровненная, плотность высокая, 150 гр, вкус  полуострый, пикантный, нежный , без горечи, сочный. Внутренние чешуи плотные, белые, с зеленоватым оттенком, наружные - сухие , 3-4 слоя  желто - золотисто-коричневые, толщина шейки тонкая. Подходит для продолжительного хранения. Урожайность высокая.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Лук-севок;Лук-севок Штур БС (желтый);Лук-севок Штур БС (желтый);359;https://klubsadprof.ru/upload/iblock/dfe/kqa42cve2n7eeoiizvct51wvf39jx3oa/18.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Лук-севок Штур БС (желтый) 0,5 кг - среднепоздний, одногнездный, двух-однозачатковый сорт.  Процент стрелкования низкий. Луковица ромбическая, выровненная, плотность высокая, 150 гр, вкус  полуострый, пикантный, нежный , сочный. Чешуи внутри белые, плотные, с зеленоватым оттенком, наружные чешуи  сухие , 2-4 слоя  золотисто-желтые, толщина шейки тонкая. Листья средние, темно-зеленые, с восковым налетом. Урожайность высокая. Подходит для продолжительного хранения.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Лук-севок;Лук-севок Роми;Лук-севок Роми;377;https://klubsadprof.ru/upload/iblock/b41/rkn2l728ik893amp0t07zl6aois5t07b/19.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Лук-севок Роми 0,5 кг - раннеспелый, одно-двухзачатковый, одногнездный  сорт. Листья зеленые, темные, средние, присутствует восковой налет. Луковица округлая, выровненная, плотность высокая, 110 гр, вкус  острый, сладковатый, нежный , без горечи, сочный. Чешуи плотные, белые, с темно-розовым оттенком, сухие 3-4 слоя - красно-фиолетовые, с серебристым оттенком, толщина шейки тонкая. Подходит для продолжительного хранения.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Лук-севок;Лук-севок Стардаст (белый);Лук-севок Стардаст (белый);359;https://klubsadprof.ru/upload/iblock/f26/9jnc05knk8od7fnhy34aeiryg72txrz0/12.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Лук-севок Стардаст (белый) 0,5 кг - среднеспелый, одногнездный, двух-однозачатковый салатный сорт.  Процент стрелкования низкий. Луковица округлая, выровненная, плотность высокая, 100-160 гр, вкус  пикантный, сладковатый , нежный , сочный. Чешуи внутри белые, плотные, наружные чешуи  сухие , 2-4 слоя  белые. Листья средние, темно-зеленые, восковой налет. Урожайность высокая. Подходит для продолжительного хранения.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Лук-севок;Лук-севок Румба (желтый);Лук-севок Румба (желтый);359;https://klubsadprof.ru/upload/iblock/66a/lhz8i8sxa0safmxuxv24rlx1pi0ivc58/6.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Лук-севок Румба (желтый) 0,5 кг - среднеспелый, одно-двухзачатковый, одногнездный  сорт. Листья зеленые, темные, средние, присутствует восковой налет. Луковица округлая, выровненная, плотность высокая, 120 гр, вкус  полуострый, нежный , без горечи, сочный. Внутренние чешуи плотные, белые, наружные - сухие , 3-4 слоя  желто - золотисто-коричневые, толщина шейки средняя. Подходит для продолжительного хранения. Урожайность высокая.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Лук-севок;Лук-севок Шетана МС (длинный желтый);Лук-севок Шетана МС (длинный желтый);377;https://klubsadprof.ru/upload/iblock/b7f/3bcdb2a8vn52kk5m2pj4frj0fexc6cex/14.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Лук-севок Шетана МС (длинный желтый) 0,5 кг - среднеранний, одно-двухзачатковый, одногнездный  сорт. Процент стрелкования низкий. Луковица округлая, вытянутая, выровненная, плотность высокая, 150 гр, вкус  полуострый, пикантный, нежный , без горечи, сочный. Внутренние чешуи белые, плотные, с зеленоватым оттенком, наружные чешуи  сухие , 3-4 слоя  золотисто-желтые, толщина шейки тонкая. Листья средние, темно-зеленые, с восковым налетом. Урожайность высокая. Подходит для продолжительного хранения.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Лук-севок;Лук-севок Ред Семко (красный);Лук-севок Ред Семко (красный);359;https://klubsadprof.ru/upload/iblock/49e/qv6pujrdfjcg6q6k1yoyhzeuotth8t4v/10.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Лук-севок Ред Семко (красный) 0,5 кг - раннеспелый, одно-двухзачатковый, одногнездный  сорт. Листья темно-зеленые, средние, присутствует восковой налет. Луковица округлая, выровненная, плотность средняя, 100 гр, вкус  полуострый, более сладкий , нежный , без горечи, сочный. Чешуи плотные, белые, с темно-бордовым оттенком, сухие 3-4 слоя - фиолетовые, толщина шейки тонкая. Подходит для продолжительного хранения.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Лук-севок;Лук-севок Штуттгартер ризен (круглый желтый);Лук-севок Штуттгартер ризен (круглый желтый);359;https://klubsadprof.ru/upload/iblock/c96/fea075x9a9fyynu808zg9ie8wbu94b9n/11.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Лук-севок Штуттгартер ризен (круглый желтый) 0,5 кг - раннеспелый, одногнездный, двух-однозачатковый сорт.  Процент стрелкования низкий. Луковица плоско-округлая, выровненная, плотность высокая, 110-150 гр, вкус  пикантный, полуострый, , нежный , сочный. Чешуи внутри белые, плотные, с зеленоватым оттенком, наружные чешуи  сухие , 2-4 слоя  золотисто-желтые, толщина шейки тонкая. Листья средние, темно-зеленые, восковой налет. Урожайность высокая. Подходит для продолжительного хранения.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Лук-севок;Лук-севок Штуттгартер Стенфилд;Лук-севок Штуттгартер Стенфилд;359;https://klubsadprof.ru/upload/iblock/0ef/l8xpwmw9g9xiwkgstvs1c9b494s3fh0c/4.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Лук-севок Штуттгартер Стенфилд 0,5 кг - раннеспелый, одногнездный, двух-однозачатковый сорт.  Процент стрелкования низкий. Луковица плоско-округлая, выровненная, плотность высокая, 110-150 гр, вкус  пикантный, полуострый, , нежный , сочный. Чешуи внутри белые, плотные, с зеленоватым оттенком, наружные чешуи  сухие , 2-4 слоя  золотисто-желтые, толщина шейки тонкая. Листья средние, темно-зеленые, восковой налет. Урожайность высокая. Подходит для продолжительного хранения.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Лук-севок;Лук-севок Кармен (красный);Лук-севок Кармен (красный);359;https://klubsadprof.ru/upload/iblock/0e5/qbqrn1vwu8184i906cjlqf33pfnwk4rv/7.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Лук-севок Кармен (красный) 0,5 кг - раннеспелый, двух, трех зачатковый сорт. Луковица плоско-округлая, выровненная, плотность средняя, 80 гр, вкус  не острый, нежный , без горечи, сочный. Чешуи плотные, белые, фиолетовым оттенком, сухие 3-4 слоя - фиолетовые, толщина шейки средняя. Подходит для продолжительного хранения.					</div>
<section class=""slider-info"">
</section>
</div>";
